date,series_id,target,price_feature,competitor_price_feature,discount,holiday_promo,seasonality,demand_forecast,units_ordered
2022-11-23,S004_P0015,69,39.67,42.18,0,0,,11.46,167
2022-11-24,S004_P0015,315,34.73,36.08,15,0,,172.0,61
2022-11-25,S004_P0015,305,72.29,72.94,0,0,,199.86,46
2022-11-26,S004_P0015,493,66.38,66.37,10,0,,387.51,66
2022-11-27,S004_P0015,127,48.93,45.57,10,0,,68.83,190
2022-11-28,S004_P0015,485,43.14,45.37,20,1,,306.29,101
2022-11-29,S004_P0015,443,42.68,38.75,5,0,,420.47,128
2022-11-30,S004_P0015,424,38.43,41.1,10,0,,284.23,97
2022-12-01,S004_P0015,428,58.83,63.47,5,1,,235.16,147
2022-12-02,S004_P0015,479,51.42,51.05,0,0,,223.05,33
2022-12-03,S004_P0015,357,45.58,42.89,0,0,,294.86,25
2022-12-04,S004_P0015,191,28.08,31.01,5,1,,33.79,111
2022-12-05,S004_P0015,429,55.28,50.64,10,0,,29.8,24
2022-12-06,S004_P0015,467,11.43,10.67,20,1,,464.11,68
2022-12-07,S004_P0015,302,63.48,64.67,20,1,,301.53,185
2022-12-08,S004_P0015,320,35.86,39.39,15,1,,26.09,198
2022-12-09,S004_P0015,399,46.03,47.3,20,1,,83.51,187
2022-12-10,S004_P0015,271,25.89,25.99,15,0,,66.98,134
2022-12-11,S004_P0015,116,28.56,24.87,10,0,,9.27,34
2022-12-12,S004_P0015,288,35.12,39.09,20,0,,14.82,188
2022-12-13,S004_P0015,388,17.52,13.58,5,1,,268.08,96
2022-12-14,S004_P0015,363,69.87,68.46,20,0,,147.5,46
2022-12-15,S004_P0015,429,80.73,76.19,0,1,,95.47,193
2022-12-16,S004_P0015,332,93.53,96.14,5,1,,130.67,121
2022-12-17,S004_P0015,207,63.64,61.84,15,1,,19.96,172
2022-12-18,S004_P0015,237,15.36,19.6,10,0,,-7.0,175
2022-12-19,S004_P0015,140,89.98,92.07,20,0,,136.51,141
2022-12-20,S004_P0015,189,98.89,100.21,20,1,,18.69,55
2022-12-21,S004_P0015,133,34.51,31.27,20,1,,70.74,120
2022-12-22,S004_P0015,403,80.3,84.05,5,1,,305.19,167
2022-12-23,S004_P0015,472,99.74,101.03,10,1,,325.96,148
2022-12-24,S004_P0015,95,76.14,79.0,0,0,,50.51,128
2022-12-25,S004_P0015,228,68.15,72.85,5,1,,20.49,36
2022-12-26,S004_P0015,439,44.96,44.24,5,0,,119.68,49
2022-12-27,S004_P0015,360,23.83,23.87,15,1,,169.33,22
2022-12-28,S004_P0015,77,90.36,91.72,10,1,,59.93,22
2022-12-29,S004_P0015,174,19.24,19.19,0,0,,43.84,128
2022-12-30,S004_P0015,467,78.18,83.08,20,0,,336.22,123
2022-12-31,S004_P0015,90,13.71,16.04,10,1,,86.08,152
2023-01-01,S004_P0015,333,47.32,44.14,10,0,,4.9,156
2023-01-02,S004_P0015,373,70.86,68.22,15,0,,7.37,130
2023-01-03,S004_P0015,465,60.14,56.39,0,0,,348.82,23
2023-01-04,S004_P0015,136,17.36,12.57,0,0,,41.31,155
2023-01-05,S004_P0015,334,31.97,31.1,10,0,,70.89,136
2023-01-06,S004_P0015,184,12.04,8.75,20,1,,125.91,144
2023-01-07,S004_P0015,227,15.48,19.38,10,0,,210.77,196
2023-01-08,S004_P0015,282,51.86,56.44,0,0,,76.12,131
2023-01-09,S004_P0015,287,51.9,55.56,5,0,,294.3,67
2023-01-10,S004_P0015,428,72.18,76.74,0,1,,174.24,127
2023-01-11,S004_P0015,119,57.27,59.18,0,1,,21.56,171
2023-01-12,S004_P0015,313,28.63,28.02,20,0,,300.03,151
2023-01-13,S004_P0015,107,18.07,15.01,5,0,,63.16,141
2023-01-14,S004_P0015,105,92.22,95.66,20,0,,70.18,130
2023-01-15,S004_P0015,202,80.95,84.59,15,1,,127.27,69
2023-01-16,S004_P0015,489,90.59,90.53,0,0,,142.85,58
2023-01-17,S004_P0015,313,32.52,36.96,5,0,,142.36,189
2023-01-18,S004_P0015,251,14.58,14.81,0,0,,238.38,139
2023-01-19,S004_P0015,242,57.76,54.19,15,0,,201.99,67
2023-01-20,S004_P0015,296,94.71,90.47,20,1,,230.05,186
2023-01-21,S004_P0015,169,59.69,63.09,0,0,,90.04,50
2023-01-22,S004_P0015,172,10.22,14.36,10,1,,59.82,27
2023-01-23,S004_P0015,374,51.44,53.58,5,1,,88.27,38
2023-01-24,S004_P0015,347,11.49,9.7,20,1,,65.33,56
2023-01-25,S004_P0015,329,25.35,26.52,20,1,,303.97,172
2023-01-26,S004_P0015,395,52.66,55.29,5,1,,132.56,64
2023-01-27,S004_P0015,455,20.0,22.33,5,1,,234.07,24
2023-01-28,S004_P0015,394,73.97,75.1,15,1,,52.99,157
2023-01-29,S004_P0015,75,87.86,84.96,15,0,,49.92,56
2023-01-30,S004_P0015,346,90.53,88.74,5,1,,142.81,129
2023-01-31,S004_P0015,228,93.97,98.57,5,1,,170.01,109
2023-02-01,S004_P0015,262,37.1,34.61,5,1,,245.88,133
2023-02-02,S004_P0015,207,46.08,41.67,10,1,,213.58,20
2023-02-03,S004_P0015,405,95.3,95.69,15,1,,387.2,122
2023-02-04,S004_P0015,451,50.69,52.88,5,1,,381.8,191
2023-02-05,S004_P0015,357,52.89,51.17,15,0,,220.38,33
2023-02-06,S004_P0015,299,46.57,46.34,5,0,,69.83,107
2023-02-07,S004_P0015,57,87.46,86.08,0,0,,30.76,136
2023-02-08,S004_P0015,473,34.09,29.22,5,1,,484.5,153
2023-02-09,S004_P0015,414,21.44,23.1,20,0,,271.59,185
2023-02-10,S004_P0015,265,54.93,52.17,20,1,,186.68,143
2023-02-11,S004_P0015,182,22.42,26.5,5,1,,18.92,161
2023-02-12,S004_P0015,485,46.64,50.11,20,1,,279.62,43
2023-02-13,S004_P0015,246,80.69,82.28,15,0,,4.13,147
2023-02-14,S004_P0015,363,91.1,89.26,0,1,,33.76,174
2023-02-15,S004_P0015,167,77.13,81.1,10,1,,175.54,54
2023-02-16,S004_P0015,340,58.59,55.03,20,0,,228.37,115
2023-02-17,S004_P0015,119,79.15,82.82,5,0,,74.7,176
2023-02-18,S004_P0015,306,92.54,95.34,20,1,,223.45,68
2023-02-19,S004_P0015,247,58.95,57.71,0,0,,131.68,46
2023-02-20,S004_P0015,341,78.52,78.6,15,0,,50.89,170
2023-02-21,S004_P0015,83,47.21,46.02,15,1,,19.46,39
2023-02-22,S004_P0015,426,55.9,57.58,20,0,,387.51,165
2023-02-23,S004_P0015,478,33.14,31.95,15,1,,42.38,190
2023-02-24,S004_P0015,335,40.07,42.77,20,0,,248.84,113
2023-02-25,S004_P0015,225,48.77,50.66,0,0,,66.08,86
2023-02-26,S004_P0015,416,32.9,37.74,20,0,,63.38,187
2023-02-27,S004_P0015,478,69.42,65.01,15,0,,393.62,176
2023-02-28,S004_P0015,363,15.51,15.52,5,1,,90.82,193
2023-03-01,S004_P0015,280,11.94,14.52,15,1,,71.85,172
2023-03-02,S004_P0015,264,16.01,11.82,10,1,,244.34,26
2023-03-03,S004_P0015,442,91.43,96.26,5,1,,47.23,107
2023-03-04,S004_P0015,443,33.03,34.75,0,0,,173.77,43
2023-03-05,S004_P0015,498,83.14,84.47,10,0,,194.99,107
2023-03-06,S004_P0015,367,95.25,97.84,5,0,,94.3,122
2023-03-07,S004_P0015,432,91.25,89.31,15,0,,333.81,177
2023-03-08,S004_P0015,85,45.89,46.13,0,1,,23.76,69
2023-03-09,S004_P0015,423,13.51,17.84,15,1,,332.63,66
2023-03-10,S004_P0015,257,70.69,75.18,15,0,,164.4,31
2023-03-11,S004_P0015,384,47.89,48.49,15,0,,228.33,129
2023-03-12,S004_P0015,338,65.97,66.89,5,1,,128.79,108
2023-03-13,S004_P0015,324,14.99,17.32,5,0,,264.19,60
2023-03-14,S004_P0015,152,87.66,84.34,15,1,,71.98,162
2023-03-15,S004_P0015,462,55.36,57.11,5,0,,369.08,84
2023-03-16,S004_P0015,419,71.96,70.24,0,1,,123.69,192
2023-03-17,S004_P0015,276,88.36,92.25,5,1,,16.26,200
2023-03-18,S004_P0015,331,62.19,65.78,20,0,,51.99,190
2023-03-19,S004_P0015,88,50.76,47.31,20,1,,-4.53,64
2023-03-20,S004_P0015,125,33.38,31.46,10,1,,42.3,115
2023-03-21,S004_P0015,152,65.93,62.8,10,1,,10.95,125
2023-03-22,S004_P0015,131,64.57,68.8,10,0,,147.87,91
2023-03-23,S004_P0015,343,12.96,12.21,10,1,,56.09,144
2023-03-24,S004_P0015,205,71.15,71.6,15,0,,61.96,95
2023-03-25,S004_P0015,480,52.76,54.13,20,1,,436.99,155
2023-03-26,S004_P0015,339,39.63,38.47,0,1,,111.04,23
2023-03-27,S004_P0015,272,20.71,22.52,10,0,,245.47,138
2023-03-28,S004_P0015,322,34.34,37.68,0,1,,23.99,102
2023-03-29,S004_P0015,180,89.54,92.46,15,1,,126.46,46
2023-03-30,S004_P0015,475,37.85,35.44,10,0,,411.86,35
2023-03-31,S004_P0015,68,50.19,46.31,20,0,,74.32,117
2023-04-01,S004_P0015,62,96.84,91.95,5,1,,53.18,146
2023-04-02,S004_P0015,148,33.65,38.18,0,1,,38.11,115
2023-04-03,S004_P0015,270,29.19,26.55,20,0,,31.5,61
2023-04-04,S004_P0015,379,95.84,97.33,10,1,,296.14,192
2023-04-05,S004_P0015,107,52.96,57.16,5,0,,64.22,78
2023-04-06,S004_P0015,388,42.96,47.8,5,0,,375.79,88
2023-04-07,S004_P0015,490,33.3,37.19,0,1,,306.42,86
2023-04-08,S004_P0015,119,56.73,52.34,10,0,,87.76,35
2023-04-09,S004_P0015,360,63.0,64.93,0,0,,328.27,34
2023-04-10,S004_P0015,257,15.2,12.93,10,0,,181.69,58
2023-04-11,S004_P0015,180,19.93,18.57,20,0,,120.5,92
2023-04-12,S004_P0015,82,81.23,86.09,5,0,,72.75,116
2023-04-13,S004_P0015,482,37.9,40.12,20,0,,60.84,172
2023-04-14,S004_P0015,169,25.45,25.32,5,1,,88.48,187
2023-04-15,S004_P0015,136,51.9,49.05,5,0,,63.71,130
2023-04-16,S004_P0015,188,50.72,46.77,20,1,,133.46,181
2023-04-17,S004_P0015,83,14.78,15.61,15,1,,28.62,90
2023-04-18,S004_P0015,144,10.66,10.8,15,0,,29.37,122
2023-04-19,S004_P0015,449,86.22,90.14,10,1,,254.91,72
2023-04-20,S004_P0015,300,23.99,21.28,5,1,,221.86,66
2023-04-21,S004_P0015,125,16.52,15.69,15,1,,12.36,192
2023-04-22,S004_P0015,440,41.17,38.48,0,1,,23.77,121
2023-04-23,S004_P0015,71,11.73,13.02,20,0,,4.03,43
2023-04-24,S004_P0015,215,81.79,82.89,0,0,,107.78,79
2023-04-25,S004_P0015,336,64.3,63.74,10,1,,291.17,145
2023-04-26,S004_P0015,144,83.81,82.1,20,0,,104.74,159
2023-04-27,S004_P0015,251,54.94,52.69,15,0,,120.68,200
2023-04-28,S004_P0015,288,93.5,90.31,10,1,,48.55,119
2023-04-29,S004_P0015,386,86.18,84.8,0,1,,215.49,157
2023-04-30,S004_P0015,403,50.86,53.68,0,0,,155.41,22
2023-05-01,S004_P0015,483,65.69,66.76,20,0,,386.95,79
2023-05-02,S004_P0015,448,56.85,52.93,5,0,,91.57,52
2023-05-03,S004_P0015,71,82.26,81.39,0,0,,17.25,194
2023-05-04,S004_P0015,123,25.9,25.92,10,1,,79.18,72
2023-05-05,S004_P0015,185,71.11,66.6,5,0,,186.85,148
2023-05-06,S004_P0015,192,57.18,55.44,15,0,,116.0,174
2023-05-07,S004_P0015,139,10.69,10.05,0,0,,132.49,96
2023-05-08,S004_P0015,70,45.03,44.63,10,1,,45.94,125
2023-05-09,S004_P0015,213,42.36,43.91,15,0,,146.29,86
2023-05-10,S004_P0015,371,67.49,67.97,0,0,,338.26,105
2023-05-11,S004_P0015,482,25.2,28.04,0,0,,483.46,104
2023-05-12,S004_P0015,288,46.36,47.72,5,1,,61.62,138
2023-05-13,S004_P0015,291,52.06,50.56,20,0,,64.92,190
2023-05-14,S004_P0015,248,51.12,53.81,5,0,,91.16,36
2023-05-15,S004_P0015,296,43.29,46.57,5,1,,223.88,163
2023-05-16,S004_P0015,156,77.53,74.14,5,1,,143.58,137
2023-05-17,S004_P0015,88,27.0,23.06,5,1,,39.54,86
2023-05-18,S004_P0015,475,85.94,90.67,5,1,,203.35,114
2023-05-19,S004_P0015,452,54.35,52.81,10,1,,299.17,37
2023-05-20,S004_P0015,361,20.77,23.35,5,1,,279.63,119
2023-05-21,S004_P0015,437,88.55,85.12,10,1,,106.86,141
2023-05-22,S004_P0015,347,54.2,54.95,5,1,,106.53,184
2023-05-23,S004_P0015,77,83.52,85.14,5,0,,12.57,83
2023-05-24,S004_P0015,401,52.52,53.03,10,0,,54.17,178
2023-05-25,S004_P0015,457,77.07,73.8,0,1,,-0.85,28
2023-05-26,S004_P0015,348,37.31,41.37,5,0,,79.56,177
2023-05-27,S004_P0015,287,33.64,37.47,15,0,,287.47,43
2023-05-28,S004_P0015,202,46.67,43.01,0,1,,191.09,23
2023-05-29,S004_P0015,242,85.23,86.82,5,1,,119.57,121
2023-05-30,S004_P0015,234,87.6,87.09,0,1,,15.6,148
2023-05-31,S004_P0015,71,20.8,16.88,5,1,,47.91,178
2023-06-01,S004_P0015,393,62.75,64.75,10,0,,121.15,137
2023-06-02,S004_P0015,125,95.78,99.17,20,1,,115.26,79
2023-06-03,S004_P0015,423,97.43,101.67,0,0,,52.36,153
2023-06-04,S004_P0015,415,24.96,22.63,15,1,,331.34,101
2023-06-05,S004_P0015,439,33.92,38.75,15,1,,160.75,93
2023-06-06,S004_P0015,488,43.07,38.37,5,0,,294.33,48
2023-06-07,S004_P0015,94,12.02,14.1,20,0,,61.29,51
2023-06-08,S004_P0015,426,89.7,86.61,20,0,,443.94,104
2023-06-09,S004_P0015,226,61.0,59.63,20,1,,225.98,48
2023-06-10,S004_P0015,188,31.03,31.65,0,0,,64.19,83
2023-06-11,S004_P0015,141,17.84,20.81,0,1,,62.01,154
2023-06-12,S004_P0015,413,67.34,64.7,20,1,,310.93,187
2023-06-13,S004_P0015,69,48.54,44.69,5,0,,39.59,184
2023-06-14,S004_P0015,151,80.45,82.44,5,1,,145.37,123
2023-06-15,S004_P0015,197,21.89,20.14,0,1,,86.24,149
2023-06-16,S004_P0015,405,61.71,60.6,15,0,,396.42,132
2023-06-17,S004_P0015,242,14.17,14.69,5,1,,104.99,50
2023-06-18,S004_P0015,397,43.24,40.41,5,0,,66.34,56
2023-06-19,S004_P0015,392,35.12,38.99,15,1,,241.47,175
2023-06-20,S004_P0015,281,79.74,81.77,10,0,,151.4,174
2023-06-21,S004_P0015,447,46.41,42.76,5,1,,205.43,27
2023-06-22,S004_P0015,149,22.52,17.77,5,1,,26.05,163
2023-06-23,S004_P0015,419,25.41,27.89,15,1,,145.7,93
2023-06-24,S004_P0015,203,33.15,29.54,5,0,,190.07,57
2023-06-25,S004_P0015,170,51.1,50.17,15,1,,121.94,151
2023-06-26,S004_P0015,245,69.35,65.17,5,1,,196.04,42
2023-06-27,S004_P0015,114,62.62,58.23,20,0,,32.31,197
2023-06-28,S004_P0015,151,45.14,49.51,20,0,,10.99,72
2023-06-29,S004_P0015,238,72.06,69.51,15,0,,114.55,160
2023-06-30,S004_P0015,345,28.07,26.79,5,1,,72.84,151
2023-07-01,S004_P0015,326,21.94,23.52,20,1,,129.32,33
2023-07-02,S004_P0015,135,54.76,57.06,20,1,,36.64,40
2023-07-03,S004_P0015,168,88.97,91.6,10,1,,89.19,174
2023-07-04,S004_P0015,227,44.12,44.0,10,0,,223.12,183
2023-07-05,S004_P0015,254,87.49,87.81,5,0,,254.59,116
2023-07-06,S004_P0015,239,44.79,40.68,10,1,,208.26,41
2023-07-07,S004_P0015,228,95.32,97.36,5,0,,90.66,93
2023-07-08,S004_P0015,365,27.81,27.51,5,0,,48.85,118
2023-07-09,S004_P0015,434,82.18,77.44,5,0,,251.39,170
2023-07-10,S004_P0015,307,55.64,51.53,10,0,,265.02,57
2023-07-11,S004_P0015,264,35.65,39.54,0,1,,23.83,30
2023-07-12,S004_P0015,220,21.5,22.67,0,0,,161.37,164
2023-07-13,S004_P0015,63,12.15,12.84,5,1,,15.53,184
2023-07-14,S004_P0015,103,17.3,14.09,5,0,,42.67,194
2023-07-15,S004_P0015,480,60.64,61.15,20,0,,23.71,20
2023-07-16,S004_P0015,88,22.88,26.95,15,0,,90.97,98
2023-07-17,S004_P0015,208,93.07,96.92,5,1,,64.3,28
2023-07-18,S004_P0015,448,85.14,86.2,10,0,,405.22,99
2023-07-19,S004_P0015,121,72.2,74.43,0,0,,37.99,137
2023-07-20,S004_P0015,261,41.39,44.0,0,1,,190.11,128
2023-07-21,S004_P0015,145,21.73,19.53,20,1,,4.39,64
2023-07-22,S004_P0015,435,77.37,80.51,15,0,,366.79,51
2023-07-23,S004_P0015,87,62.11,62.94,10,0,,10.54,71
2023-07-24,S004_P0015,366,93.29,93.37,10,0,,351.63,66
2023-07-25,S004_P0015,324,81.66,83.4,0,0,,234.71,177
2023-07-26,S004_P0015,193,10.17,6.34,0,0,,96.34,164
2023-07-27,S004_P0015,105,41.15,40.2,5,0,,55.76,165
2023-07-28,S004_P0015,467,20.31,15.56,15,0,,392.76,163
2023-07-29,S004_P0015,169,90.57,86.66,10,0,,40.59,21
2023-07-30,S004_P0015,288,52.84,55.1,10,1,,262.97,97
2023-07-31,S004_P0015,366,88.74,93.26,15,0,,162.02,127
2023-08-01,S004_P0015,65,65.04,65.97,10,0,,11.86,171
2023-08-02,S004_P0015,280,41.13,41.58,20,1,,104.44,83
2023-08-03,S004_P0015,168,59.71,62.77,5,0,,22.59,126
2023-08-04,S004_P0015,151,77.22,79.76,0,1,,37.08,64
2023-08-05,S004_P0015,201,20.65,24.21,20,0,,35.33,122
2023-08-06,S004_P0015,54,79.71,78.29,0,1,,5.46,159
2023-08-07,S004_P0015,305,75.37,74.25,20,0,,2.98,44
2023-08-08,S004_P0015,207,23.75,25.79,15,1,,39.88,150
2023-08-09,S004_P0015,216,48.63,47.04,20,0,,93.26,176
2023-08-10,S004_P0015,440,61.04,57.0,10,1,,268.2,52
2023-08-11,S004_P0015,465,65.78,62.98,15,1,,428.05,157
2023-08-12,S004_P0015,283,98.32,96.41,20,1,,271.48,179
2023-08-13,S004_P0015,229,31.52,32.31,5,1,,81.36,90
2023-08-14,S004_P0015,324,43.88,40.64,15,0,,171.52,167
2023-08-15,S004_P0015,149,72.12,72.11,10,1,,150.94,66
2023-08-16,S004_P0015,76,65.15,60.78,0,1,,65.96,26
2023-08-17,S004_P0015,408,69.6,64.96,15,0,,353.61,176
2023-08-18,S004_P0015,91,36.57,37.95,5,1,,11.39,124
2023-08-19,S004_P0015,323,94.81,97.63,5,0,,300.94,28
2023-08-20,S004_P0015,499,79.96,79.08,0,0,,367.74,159
2023-08-21,S004_P0015,77,56.69,56.76,10,1,,5.2,200
2023-08-22,S004_P0015,206,45.22,43.19,0,1,,143.63,66
2023-08-23,S004_P0015,427,95.01,98.05,0,0,,320.84,34
2023-08-24,S004_P0015,381,71.89,74.41,5,1,,81.33,45
2023-08-25,S004_P0015,325,21.34,21.47,15,1,,30.92,29
2023-08-26,S004_P0015,358,72.69,71.61,5,0,,66.07,167
2023-08-27,S004_P0015,376,84.71,83.02,10,1,,233.43,33
2023-08-28,S004_P0015,362,40.97,40.55,10,0,,212.24,87
2023-08-29,S004_P0015,238,98.46,100.55,20,0,,99.03,153
2023-08-30,S004_P0015,373,12.54,9.5,20,1,,321.18,171
2023-08-31,S004_P0015,333,20.28,17.78,0,0,,188.97,55
2023-09-01,S004_P0015,463,87.47,90.98,0,0,,297.24,26
2023-09-02,S004_P0015,414,50.5,52.52,20,1,,270.35,126
2023-09-03,S004_P0015,221,83.17,87.11,0,0,,142.71,187
2023-09-04,S004_P0015,440,17.26,17.36,5,1,,122.18,152
2023-09-05,S004_P0015,408,91.87,92.85,20,0,,284.0,103
2023-09-06,S004_P0015,132,51.98,52.95,15,0,,53.31,82
2023-09-07,S004_P0015,186,24.68,21.74,15,1,,89.82,200
2023-09-08,S004_P0015,440,22.93,24.12,5,1,,222.04,158
2023-09-09,S004_P0015,347,99.22,98.12,5,0,,216.78,92
2023-09-10,S004_P0015,87,37.42,36.01,5,0,,36.65,193
2023-09-11,S004_P0015,431,37.53,34.92,10,0,,302.29,54
2023-09-12,S004_P0015,280,40.76,43.24,10,0,,85.9,138
2023-09-13,S004_P0015,313,36.34,32.44,15,1,,65.92,103
2023-09-14,S004_P0015,301,96.17,94.14,20,0,,87.33,194
2023-09-15,S004_P0015,152,91.8,88.99,20,0,,149.39,136
2023-09-16,S004_P0015,179,95.33,94.55,0,0,,132.46,150
2023-09-17,S004_P0015,121,71.34,67.33,0,1,,96.4,27
2023-09-18,S004_P0015,56,40.52,42.86,5,1,,27.88,68
2023-09-19,S004_P0015,375,26.24,27.79,15,0,,313.22,177
2023-09-20,S004_P0015,377,32.0,28.6,5,0,,102.63,74
2023-09-21,S004_P0015,386,29.09,33.55,20,1,,222.58,112
2023-09-22,S004_P0015,481,62.19,66.79,15,1,,210.18,102
2023-09-23,S004_P0015,151,19.36,23.68,20,0,,118.87,99
2023-09-24,S004_P0015,123,62.2,60.93,15,1,,55.59,185
2023-09-25,S004_P0015,353,74.54,77.43,10,0,,14.85,146
2023-09-26,S004_P0015,494,13.52,11.25,5,0,,322.1,109
2023-09-27,S004_P0015,110,64.8,65.89,5,1,,29.21,115
2023-09-28,S004_P0015,425,93.94,95.91,10,1,,-2.9,32
2023-09-29,S004_P0015,261,36.15,41.1,15,1,,234.59,29
2023-09-30,S004_P0015,144,97.29,97.87,5,0,,96.02,176
2023-10-01,S004_P0015,443,74.73,78.21,0,0,,135.27,179
2023-10-02,S004_P0015,498,37.23,35.0,15,1,,218.36,113
2023-10-03,S004_P0015,488,92.15,90.54,20,0,,326.78,179
2023-10-04,S004_P0015,223,31.26,31.2,15,0,,17.76,154
2023-10-05,S004_P0015,66,87.85,83.17,20,0,,78.35,83
2023-10-06,S004_P0015,272,13.5,15.91,10,1,,56.4,153
2023-10-07,S004_P0015,280,19.71,20.14,0,0,,167.46,189
2023-10-08,S004_P0015,325,76.3,79.16,20,0,,247.18,142
2023-10-09,S004_P0015,416,14.71,12.78,0,1,,157.44,100
2023-10-10,S004_P0015,357,68.44,67.61,10,0,,325.61,126
2023-10-11,S004_P0015,87,64.05,61.57,5,1,,51.66,22
2023-10-12,S004_P0015,104,63.85,60.68,0,0,,103.52,46
2023-10-13,S004_P0015,345,15.47,16.82,0,0,,242.34,85
2023-10-14,S004_P0015,131,15.26,18.67,10,0,,129.37,88
2023-10-15,S004_P0015,476,38.4,39.89,20,0,,354.56,99
2023-10-16,S004_P0015,270,29.16,31.42,5,0,,245.87,43
2023-10-17,S004_P0015,276,63.8,61.82,0,1,,244.99,198
2023-10-18,S004_P0015,96,48.68,49.42,10,0,,36.78,164
2023-10-19,S004_P0015,288,47.36,46.62,5,1,,252.05,186
2023-10-20,S004_P0015,447,94.79,90.76,15,1,,369.83,36
2023-10-21,S004_P0015,98,46.12,45.18,15,1,,104.35,177
2023-10-22,S004_P0015,304,66.71,62.82,5,0,,246.32,50
2023-10-23,S004_P0015,61,77.23,79.39,20,0,,50.23,164
2023-10-24,S004_P0015,411,48.53,43.78,15,1,,92.91,110
2023-10-25,S004_P0015,206,55.68,57.51,20,1,,95.1,71
2023-10-26,S004_P0015,265,37.91,33.21,20,1,,18.8,50
2023-10-27,S004_P0015,116,28.54,25.52,15,1,,76.01,91
2023-10-28,S004_P0015,471,33.09,36.38,5,1,,76.62,72
2023-10-29,S004_P0015,144,33.62,34.36,0,0,,106.91,163
2023-10-30,S004_P0015,378,86.58,85.75,15,1,,330.56,169
2023-10-31,S004_P0015,133,42.77,44.53,10,0,,101.11,152
2023-11-01,S004_P0015,385,36.94,39.89,10,1,,312.54,129
2023-11-02,S004_P0015,165,31.51,31.38,20,1,,111.22,82
2023-11-03,S004_P0015,436,13.92,12.71,15,1,,85.7,148
2023-11-04,S004_P0015,376,20.56,19.86,20,0,,328.65,168
2023-11-05,S004_P0015,81,46.11,49.44,20,0,,54.85,197
2023-11-06,S004_P0015,201,66.68,67.82,5,0,,201.23,168
2022-01-02,S004_P0016,215,61.41,61.32,0,0,,180.76,111
2022-01-03,S004_P0016,385,16.18,18.35,10,0,,86.62,130
2022-01-04,S004_P0016,129,25.69,27.17,0,0,,89.92,73
2022-01-05,S004_P0016,421,60.8,58.01,0,1,,318.43,27
2022-01-06,S004_P0016,69,81.37,84.52,15,1,,36.79,190
2022-01-07,S004_P0016,323,82.21,83.05,0,0,,157.56,173
2022-01-08,S004_P0016,329,81.94,79.28,0,1,,166.53,56
2022-01-09,S004_P0016,218,45.82,44.57,10,0,,82.18,134
2022-01-10,S004_P0016,419,78.7,82.16,0,1,,202.21,141
2022-01-11,S004_P0016,192,47.55,45.4,0,0,,179.93,181
2022-01-12,S004_P0016,217,77.84,79.21,15,0,,32.26,79
2022-01-13,S004_P0016,165,21.47,23.94,0,0,,83.4,101
2022-01-14,S004_P0016,94,22.33,17.54,20,1,,63.94,164
2022-01-15,S004_P0016,462,12.27,16.69,0,1,,225.45,76
2022-01-16,S004_P0016,435,43.6,42.89,0,0,,64.12,67
2022-01-17,S004_P0016,491,47.36,50.16,10,0,,79.19,174
2022-01-18,S004_P0016,371,74.6,79.02,15,0,,125.47,99
2022-01-19,S004_P0016,322,97.04,100.0,10,1,,127.16,131
2022-01-20,S004_P0016,429,26.32,22.86,15,0,,210.41,78
2022-01-21,S004_P0016,288,94.07,95.72,10,1,,247.3,37
2022-01-22,S004_P0016,236,86.69,86.87,10,0,,228.66,83
2022-01-23,S004_P0016,138,14.18,18.73,5,1,,53.3,82
2022-01-24,S004_P0016,62,95.78,95.56,5,0,,6.62,116
2022-01-25,S004_P0016,379,50.88,51.88,5,1,,170.35,163
2022-01-26,S004_P0016,180,89.73,92.75,10,1,,151.12,146
2022-01-27,S004_P0016,408,12.08,11.58,10,1,,383.62,96
2022-01-28,S004_P0016,98,78.36,74.79,10,0,,44.72,43
2022-01-29,S004_P0016,227,40.86,43.67,10,1,,130.7,52
2022-01-30,S004_P0016,96,25.6,22.58,15,1,,30.62,89
2022-01-31,S004_P0016,431,64.25,66.39,10,1,,228.2,28
2022-02-01,S004_P0016,76,11.7,12.39,5,0,,22.26,123
2022-02-02,S004_P0016,486,52.84,54.51,0,1,,352.67,92
2022-02-03,S004_P0016,304,56.09,54.31,5,1,,182.64,127
2022-02-04,S004_P0016,64,74.07,78.84,20,1,,33.98,53
2022-02-05,S004_P0016,240,66.81,70.7,5,0,,83.54,77
2022-02-06,S004_P0016,187,91.65,87.83,5,0,,119.23,50
2022-02-07,S004_P0016,244,61.46,59.35,20,1,,137.56,29
2022-02-08,S004_P0016,252,15.69,12.19,15,0,,178.78,177
2022-02-09,S004_P0016,334,33.32,37.06,10,0,,46.73,80
2022-02-10,S004_P0016,473,33.74,36.18,5,0,,10.63,123
2022-02-11,S004_P0016,81,13.25,17.71,0,0,,51.67,138
2022-02-12,S004_P0016,406,95.0,92.61,5,0,,126.86,183
2022-02-13,S004_P0016,492,48.32,48.88,5,0,,147.49,105
2022-02-14,S004_P0016,404,84.55,85.54,20,0,,293.62,197
2022-02-15,S004_P0016,420,93.8,98.6,20,0,,127.64,99
2022-02-16,S004_P0016,166,30.98,35.43,5,0,,11.15,65
2022-02-17,S004_P0016,172,61.48,57.63,5,0,,168.55,170
2022-02-18,S004_P0016,352,29.66,25.96,15,1,,353.13,110
2022-02-19,S004_P0016,66,88.64,86.53,5,1,,31.3,136
